ID,tweet,clean_tweet,target,prob,y_hat
6907,escort missions in games are universally trash,esco  missions games universally trash,0.0,0.35371542,0
5290,How bout them redskins?,bout redskins,0.0,0.27054414,0
3207,faggot http://t.co/tkPokv3ncd,faggot  tcotkpokv3ncd,1.0,0.18521926,0
1741,@user who the hell is juan to decide if kellyann can raise her kids and work? we've been doing it for years! can't standâ¦ ,hell juan decide kellyann raise kids work weve years cant stand,1.0,0.33848605,0
5027,Anyone want some absolutely amazing and deliciously fresh perfect monkey bread? &#128586;&#128584;,want absolutely amazing deliciously fresh perfect monkey bread,0.0,0.17979132,0
4032,"Took yo bitch and gave her back, my bad.",took yo bitch gave bad,1.0,0.7024762,1
3151,RT @Italian_Montana: &#8220;@arosati96: The bromance between pat and ant is real&#8221; fuck that faggot,  bromance pat ant real fuck faggot,1.0,0.5094218,1
2338,indianapolis colts black cheerleader hugs boy who used  slur. so. much. class ,indianapolis colts black cheerleader hugs boy slur class,1.0,0.4215076,0
1601,@user 3 #miami officers fired over target practice 'jokes' #policebrutality  #newswithed ,3 officers fired target practice jokes,1.0,0.49571785,1
62," , animals, hat, chill, content, bucket, polar bear  ",animals hat chill content bucket polar bear,0.0,0.1571558,0
5327,I had froyo with brownies for dinner tonight. Being an adult is making these executive decisions,froyo brownies dinner tonight adult making executive decisions,0.0,0.08521702,0
5578,Mentions probably look like a septic tank. RT @BillCosby: Go ahead. Meme me! http://t.co/2QttvwWICy #CosbyMeme http://t.co/72IMb6Rfzn,mentions probably look like septic tank   ahead meme  tco2qttvwwicy  tco72imb6rfzn,0.0,0.28720686,0
1401,meeting with houseofpriory today to discuss my men's range of tees!   #merchandiseâ¦ ,meeting houseofpriory today discuss mens range tees,0.0,0.11857021,0
958,"all night long, yeah!  #friday @user ",night long yeah,0.0,0.28097796,0
1245,"@user interviewed 3x by fbi and still able to buy assault rifles, sickening! just don't understand. #somethinghastochange #orlando  ",interviewed 3x fbi able buy assault rifles sickening dont understand,0.0,0.4496419,0
834,had a nice afternoon down the park ðð¼ #park #hastings #friends #sunny   #tattoo ,nice afternoon park,0.0,0.21053244,0
4503,"@HobsonDarlene #BlessJesus Amos 3:3 Can two walk together, unless they are agreed? #DifferentLevels",amos 33 walk agreed,0.0,0.39921448,0
4332,&#9733; BEST ASIAN MASSAGE ON THE park slope --TOP RATED SPA &#9733; 718-622-0221 - 24 http://t.co/Nkvy9nwyzj,best asian massage park slope rated spa 7186220221 24  tconkvy9nwyzj,0.0,0.13757016,0
4667,@SenMikeLee just pulled out his pocket Constitution! Bring it man! @tedcruz just mocked McCain's wacko-birds comment! HaHaHa!!!!! #standtall,pulled pocket constitution bring man mocked mccains wackobirds comment hahaha,0.0,0.4618877,1
2084,ãbotã one of the roots of  is #whiteaustralianpolicy aus is garbage can of prisoners of uk #manifestdestiny,bot roots aus garbage prisoners uk,1.0,0.5178705,1
853,i am classic. #i_am #positive #affirmation     ,classic,0.0,0.41214368,0
4650,"@RobertGBeckel: ""Do you know how good Ho-Ho's are at 2am?"" @AndreaTantaros answers, ""You haven't given up all your ho-ho's."" Whoa. @TheFive",know good hohos 2am answers havent given hohos whoa,0.0,0.45368823,1
1298,[1466323241.52] update @  #social #analytics #entrepreneur #swim #ocr   #gym ,146632324152 update,0.0,0.42116213,0
20,#model   i love u take with u all the time in urð±!!! ððððð¦ð¦ð¦  ,love u u time ur,0.0,0.39671323,0
4772,@bocgeogaddi @anepicname lmaooooo epic bird wins.,lmaooooo epic bird wins,0.0,0.1223952,0
4088,bitch I be smokin gas I could start a ferrari!!!,bitch smokin gas sta  ferrari,1.0,0.4726526,1
4320,"&#8220;@wizkhalifa: On the east coast there's colored hair everywhere. 

This must be the sweetest wave ever.&#8221; @LayaFace",east coast theres colored hair sweetest wave,0.0,0.24565044,0
5055,Best behaved kids ever at mommy's commercial audition. Oreo McFlurries for everybody! #proudmom&#8230; http://t.co/9HFNSmaLcU,best behaved kids mommys commercial audition oreo mcflurries everybody  tco9hfnsmalcu,0.0,0.14390124,0
1481,and again @user - they are flight attendants  #gender #genderequity have a word with your journos  ,flight attendants word journos,1.0,0.37718573,0
1288,she waits for the moment under the hawaiian sunrise. #traveltuesday #wanderlustwednesday #travel #photography   ,waits moment hawaiian sunrise,0.0,0.18069585,0
544,wellybel - na: #xxx #sexy #slut #nasty   #porn #naughty #hot #young #wet #kinky #horny #shy #nude ,wellybel na,0.0,0.33132413,0
4354,"'Scandal' sex scene airs on ABC right after 'It's the Great Pumpkin, Charlie Brown,' making parents angry http://t.co/vltSpK8U4S",scandal sex scene airs abc right great pumpkin charlie brown making parents angry  tcovltspk8u4s,0.0,0.21521111,0
6459,"RT @pop_ruth: I'm a little teapot short and Irish 
@onedirection artist of the year #AMAs
#EMABiggestFans1D http://t.co/9O1zfvlezV",  im little teapot sho  irish a ist year  tco9o1zfvlezv,0.0,0.26670498,0
1198,thank god for the #royals of 2015 because without it kansas city is right down there with #cleveland  #disgraced  ,thank god 2015 kansas city right,0.0,0.35076082,0
6658,The Conjuring wasn't trash. It just wasn't as good as Insidious.,conjuring wasnt trash wasnt good insidious,0.0,0.45096618,0
512,warning: ladyzaradurose on @user is not me! it's someone impersonating me and using my information.  someone needs a life!  ,warning ladyzaradurose impersonating information needs life,0.0,0.45848495,1
3354,@QueenSAVage97 @FresH_BoY_Will how you gonna compare sushi to pussy tho there ain't no dicks going in your sushi &#128514;,gonna compare sushi pussy tho aint dicks going sushi,1.0,0.78384423,1
4254,"&#128525;&#128525;&#128525;

&#8220;@whatskillfeed: i guess ill just trash this drawing because of roster changes...&#128532; http://t.co/2r8wqgE8cR&#8221;",guess ill trash drawing roster changes  tco2r8wqge8cr,0.0,0.2392955,0
5999,RT @MajorNews911: NBC News projects Charlie Baker (R) wins Massachusetts Governor. http://t.co/Su9JblPLrO,  nbc news projects charlie baker r wins massachusetts governor  tcosu9jblplro,0.0,0.1018397,0
2190,retweet if you agree! ,retweet agree,1.0,0.3329252,0
1670,done.. good idea... repoed you for abusive content as a  troll @user @user,good idea repoed abusive content troll,1.0,0.457745,1
1748,more insults. get off my tl you jew hating  piece of shit @user @user @user,insults tl jew hating piece shit,1.0,0.75390005,1
3353,@QuavoStuntin my bitch got the dope in her panties sssshhhhh you to Dramatic,bitch got dope panties sssshhhhh dramatic,1.0,0.5946866,1
1966,"@user after trump, is the media normalizing the #kkk? | alternet  ",trump media normalizing alternet,1.0,0.7360935,1
6728,This is why my mother isn't allowed to make brownies http://t.co/h0cFT5wcBV,mother isnt allowed brownies  tcoh0cft5wcbv,0.0,0.09170688,0
6856,Yanks won't make the playoffs but we ain't in the AL basement. That's the Red Sox position:http://t.co/f7HXNDz1hy&#8221;,yanks wont playoffs aint al basement thats red sox position tcof7hxndz1hy,0.0,0.11578762,0
248,there are more kids now playing jr. a hockey in buffalo than high school hockey.   #5teams #everykidsawinner  #juniord  #allaboutthe$$  ,kids playing jr hockey buffalo high school hockey,0.0,0.068811625,0
4392,@1Corinthians126 #Jesus Genesis 2:19 Out of the ground the LORD God formed every beast of the field and every #bird of the sky #Initiating,genesis 219 ground lord god formed beast field sky,0.0,0.22712082,0
5412,I was informed about a bird (pheonix) today that I could not find a physical image of.All paintings.Mythological or extinct?,informed bird pheonix today find physical image ofall paintingsmythological extinct,0.0,0.16618752,0
2551,"i despise . in that hatred of racism, it causes me, and many other black people inâ¦ ",despise hatred racism causes black people,1.0,0.8236543,1
5588,Mother Nature hates the Yankees and baseball,mother nature hates yankees baseball,0.0,0.5276454,1
4962,"@tmundal just because some moist bint lobbed a sword at you, you think you're some la-de-da king?",moist bint lobbed sword think youre ladeda king,0.0,0.4092841,0
1821,"@user ""the holidays are a violent time for me, and iâve begun to question the impoance of families.â#familycircus #chriâ¦ ",holidays violent time ive begun question impoance families,1.0,0.1653109,0
4517,@JStarrTweets my pops is from New York. My family is Yankee obsessed. My sister literally cried when she heard he was gonna,pops new york family yankee obsessed sister literally cried heard gonna,0.0,0.45591998,1
3115,I'm just upset they got faggots on this show,im upset got faggots,1.0,0.5895835,1
1695,keep these conversations going at school and home.  we need to create the space and time and commit to help them.â¦ ,conversations going school home need create space time commit help,1.0,0.20097968,0
4478,@EntMagazine @magisto @digitalskeptic we have a project that could lead into a military program but requires a full op mock up for testing,project lead military program requires op mock testing,0.0,0.37274358,0
2230,a&amp;e scraps controversial #kkk series  #tv #cable #disney #boycott ,a e scraps controversial series,1.0,0.45637447,1
6763,US spy planes are flying over British skies in hunt for Jihadi John's assoc's with advanced tech! http://t.co/XfSeZSzu0m via @BeforeItsNews,spy planes flying british skies hunt jihadi johns assocs advanced tech  tcoxfsezszu0m,0.0,0.16049697,0
5168,Enjoying My bed. Just perfect For me My Teddy bear and monkey It. #Singlelife #bed #teddybear,enjoying bed perfect teddy bear monkey,0.0,0.061945,0
2520,insane crazy racist white woman reaction!  paranormal- insane #crazy #insane  free classifieds ads,insane crazy racist white woman reaction paranormal insane free classifieds ads,1.0,0.41426173,0
3067,@marylene58 @sunflower1790 @shelliecorreia @Jan4USA no just a niggress that thinks she's human.,niggress thinks shes human,1.0,0.59422666,1
229,scream 2Ã04 promo âhappy bÃ­hday to meâ (hd)  adveise - promo #2x04 #bihday   free classifieds ads,scream 204 promo happy bhday hd adveise promo free classifieds ads,0.0,0.36577165,0
469, @user great insights on trusted professions in emea at #growth #hacking #conference at #growthwithhubspot.  ,great insights trusted professions emea,0.0,0.21415748,0
1447,finally new phone upgrade  ,finally new phone upgrade,0.0,0.1683906,0
2549,"@user - i bet if the @user hc was white, he would have been fired years ago!  @user #facts",bet hc white fired years ago,1.0,0.35017747,0
1917,"pure  today in #cologne. everybody looking arabic is kettled, female friends had to leave for better pics of media. presented by gov",pure today everybody looking arabic kettled female friends leave better pics media presented gov,1.0,0.32996994,0
6307,RT @churchofbasebal: And people say baseball is boring? #redskins,  people baseball boring,0.0,0.3122247,0
5285,Home to chicken and penne Alfredo and Oreos and banjo,home chicken penne alfredo oreos banjo,0.0,0.12487984,0
4626,@Pepper_Redbone @Yankees @Mets I miss NYC!! Nashville needs a pro AL team. The closest is KC or Tampa. That's pretty bad. The south is NL.,miss nyc nashville needs pro al team closest kc t a thats pretty bad south nl,0.0,0.16507663,0
5228,Getting off twitter jigg trynna stress me out more I don't need this type of heat&#128553;,getting twitter jigg trynna stress dont need type heat,0.0,0.33340013,0
3908,RT @lilmenifee__: no hoes no baes no dips/sidelines no NOTHING &#128530;&#128563;&#128080;,  hoes baes dipssidelines,1.0,0.2823248,0
3397,@itskingdee @GorgeousCamry_ no ion gotta do a bitch ass thang if you dont like wtf im saying unfollow me,ion gotta bitch ass thang dont like wtf im saying unfollow,1.0,0.5722601,1
2307,@user the end of   #me #selfie # #love #messi #cr7 #religion #christianity #mecca_live ,end,1.0,0.30390465,0
2930,@user itâs official: hate breeds hate   #prejudice #parenting ,official hate breeds hate,1.0,0.7107085,1
6794,Weird frosted colored lipgloss is weird...,weird frosted colored lipgloss weird,0.0,0.43155393,0
3013,@JadeGreenleaf fag,fag,1.0,0.43913105,0
5036,At a point where I've got to make a tough life decision. Ice black translucent sole or solid black sole on my KD VI's. Blk or orange airbag,point ive got tough life decision ice black translucent sole solid black sole kd vis blk orange airbag,0.0,0.19926955,0
5830,"RT @Dceni33: Not the ""farewell tour's"" fault everyone but three players underachieved for the Yankees this year.",  farewell tours fault players underachieved yankees year,0.0,0.16253354,0
2534,"what a  world. if a man took a dive like that, people would say it was fixed. but b/c #rondarousey is a woman this is expected.",world man took dive like people fixed bc woman expected,1.0,0.4157296,0
4230,#Yankees Pineda needed that 6'7. Great play!,pineda needed 67 great play,0.0,0.2541465,0
4384,85 species of birds reported in Chesterfield for the Great Backyard Bird Count. How many in your area? http://t.co/DTLlzlXmPF,85 species birds repo ed chesterfield great backyard bird count area  tcodtllzlxmpf,0.0,0.09022008,0
677, @user @user are you some like bible banger or tree hugger or something? to like a tweet that doesn't hold parents accountableâ¦,like bible banger tree hugger like tweet doesnt hold parents accountable,0.0,0.49693802,1
3143,RT @DessantiGina: @TonyJRodriguez @WolfVanHalen so tony I think yr a rude little cunt and too too young to even know what real rock and rol&#8230;,  tony think yr rude little cunt young know real rock rol,1.0,0.47158703,1
5679,Panda Express is so trash but I wanted Chinese and didn't feel like gettin out the car,panda express trash wanted chinese didnt feel like gettin car,0.0,0.20383538,0
32,"""why #rich people arenât as   as they could be"" a problem most of us will only be reading about  @user",people arent problem reading,0.0,0.61363804,1
3607,"Just cuz he looked at you doesn't mean he likes you, hoe",cuz looked doesnt mean likes hoe,1.0,0.4345017,0
2132, fucking nude nerd girls naked,fucking nude nerd girls naked,1.0,0.5586848,1
6690,Them brownies tho &#128524;&#128076;,brownies tho,0.0,0.22379589,0
545,looks like #prayforoakland tag is full f libtard bot comments.i trolled awhile.same repetitive word4word. complete chicago unawareness.  ,looks like tag f libtard bot commentsi trolled awhilesame repetitive word4word complete chicago unawareness,0.0,0.25894636,0
5670,Oreos are my life,oreos life,0.0,0.3148101,0
6308,"RT @collegefession: ""My first adult decision i made in college was to buy a guinea pig #NoRagrets #AlsoNoBeerMoney"" - University if Iowa",  adult decision college buy guinea pig university iowa,0.0,0.2770666,0
4386,"93 feature car

1 of 1503 yellow and black feature car. buck tag is on the radiator support. 67,3xx miles,... http://t.co/1nkNfZqBo9",93 feature car1 1503 yellow black feature car buck tag radiator suppo  673xx miles  tco1nknfzqbo9,0.0,0.09874549,0
3947,RT @xBrandi_: Only real bitches suck dick,  real bitches suck dick,1.0,0.7893558,1
593,@user now i see the reason amelia came to vancouver and put distance from jamie and dakota   amelia should back with colin :-d,reason amelia came vancouver distance jamie dakota amelia colin,0.0,0.27884108,0
1202,ready for your love ð #life   #future #victory #setmefree #living #peace ,ready love,0.0,0.27537405,0
3830,RT @Tylar____: Man this hoe Heaven stay taking all day,  man hoe heaven stay taking day,1.0,0.25029436,0
4891,@louiev_ lol just getting this..early bird catches the worm!,lol getting thisearly bird catches worm,0.0,0.4130944,0
5235,Going up to the view point and seeing star child..... What the monkey,going view point seeing star child monkey,0.0,0.15953329,0
18,...friday ð wine ð· chill!!! #thankgod   #shitweek,friday wine chill,0.0,0.25855437,0
97,who gets to be angry?    #usefulanger,gets angry,0.0,0.6093442,1
713, @user get those posts seen and make others happy! come join the  nowlinkup #bloggers   via @user,posts seen happy come join nowlinkup,0.0,0.18926871,0
3535,"I ain't going to movies, hoe we straight sexing.",aint going movies hoe straight sexing,1.0,0.4805462,1
3972,She think she bad but my bitch meaner,think bad bitch meaner,1.0,0.80006677,1
157, @user @user   father day to dear god father ðð u r the real care taker  thanku for every thing my lord ð ,father day dear god father u r real care taker thanku thing lord,0.0,0.2660233,0
5691,Pierce would've easily drained all these shots with us. He's so trash now smh,pierce wouldve easily drained shots hes trash smh,0.0,0.3818457,0
1318,"@user @user holy shit trump, 1 person cheering!  o n e!!! ...not all of new jersey like you lied about!!!  ",holy shit trump 1 person cheering n e new jersey like lied,0.0,0.37189886,0
3618,Lex Steele I know y'all know him he been knocking hoes off for years and moaning in the process http://t.co/iz75peY71Z,lex steele know yall know knocking hoes years moaning process  tcoiz75pey71z,1.0,0.285273,0
3825,RT @Todd__Kincannon: Feminism (noun): The perverted political ideology of hateful bitches too fat to get in airplane seats --&gt; http://t.co/&#8230;,  feminism noun perve ed political ideology hateful bitches fat airplane seats gt  tco,1.0,0.64860237,1
320,"is it love when you cry, and cry and cry?  #me #oldpic #selfie #bangs #longhair #smile  â¦ ",love cry cry cry,0.0,0.2610949,0
2716,"@user all happy for Ã¨ #lgbtfamily,but what i don't get is the incessant but thin veiled  against other gay minorities?",happy dont incessant thin veiled gay minorities,1.0,0.38984677,0
3470,"Chase the pussy, it's a sin. Falls in ya lap, it's a blessing.",chase pussy sin falls ya lap blessing,1.0,0.45913494,1
1321,"let's be    @user the happiest people don't have the best of everything, they just make the best of everything they have. ð¤â¤ï¸",lets happiest people dont best best,0.0,0.4464828,0
1042,who would have thought today was gonna turn out to be as amazing as it did . #wtf #didthatjusthappen #greatpeople  ,thought today gonna turn amazing,0.0,0.3018606,0
426," @user pretty sure if orlando shooter was christian, the left would be blaming religion, but since it was a muslim, religion is nâ¦",pretty sure orlando shooter christian left blaming religion muslim religion n,0.0,0.7077351,1
5059,"Big bird holds press conf claims ""he does not care for the letter f""",big bird holds press conf claims care letter f,0.0,0.29267603,0
2805,launching #politicalmillennial in january! stay tuned for dates!#letstalkabout  #climatechange #educationâ¦ ,launching january stay tuned dates,1.0,0.17712115,0
448,one for the road ð· #drinks #tuesday #steaknight #wetherspoons   #dadanddaughter #nightoutâ¦ ,road,0.0,0.24572758,0
1546,@user  #gop #cons who voted for #nazi #fascist #dictator #trump are just scared little bullies whoâ¦ ,voted scared little bullies,1.0,0.296742,0
1836,"@user if they say their comments are just a joke or smth, it will be just their opinion? i don't think so. it's a . ",comments joke smth opinion dont think,1.0,0.5796033,1
4270,&#8220;@CaptainYankee2: Two of the best Yankees Derek Jeter and Joe Torre #JoeTorreDay http://t.co/XMyxfDBKOX&#8221; @jordan_luree,best yankees derek jeter joe torre  tcoxmyxfdbkox,0.0,0.1843274,0
3723,RT @Fvnxy: When bae turns out to be a hoe http://t.co/h37nSQCmaR,  bae turns hoe  tcoh37nsqcmar,1.0,0.17664954,0
3981,Smh ma niggah,smh niggah,1.0,0.40931582,0
4093,fuck twitter i aint getting on this bitch no more &#9996;&#65039;&#128545;&#128299;,fuck twitter aint getting bitch,1.0,0.68507653,1
6815,"Who remembers when we were in middle school/high school and would throw paper in the trash from our seat and yell ""KOBE!"" Lmfaoooo",remembers middle schoolhigh school throw paper trash seat yell kobe lmfaoooo,0.0,0.20629635,0
1079,i'll follow her anywhere... ,ill follow,0.0,0.47691402,1
6746,Time 2 kill 2 birds with 1 stone. Work out while I renew my food handlers card online. Push play for this dumb class,time 2 kill 2 birds 1 stone work renew food handlers card online push play dumb class,0.0,0.116981104,0
2752,the latest the maryland daily!  thanks to @user @user #chrismukkah ,latest maryland daily thanks,1.0,0.2937662,0
3980,Skinny girls be having that gotta go a couple rounds pussy,skinny girls gotta couple rounds pussy,1.0,0.6373421,1
4717,@VictorB123 @KHShan yea.. you don't live down here I guess. We still got roofs that aren't fixed from Charlie and Jeanne.,yea dont live guess got roofs arent fixed charlie jeanne,0.0,0.3132272,0
1303,so blessed to work alongside @user for 2 years! #futurelunchdates #theloneliestnumber #notgoodbye  ,blessed work alongside 2 years,0.0,0.3139348,0
3410,@sayy_coneee bitch I texted you,bitch texted,1.0,0.5114241,1
6492,RT @spurs: It's a bird...It's a plane...It's SuperManu #NBASuperHeroes,  birdits planeits supermanu,0.0,0.2621834,0
4519,@J_Logan And you know best about the bird moves...!!!,know best bird moves,0.0,0.25721705,0
4105,ion care if I'm in the wrong bitch don't blow ur horn&#128226; at me,ion care im wrong bitch dont blow ur horn,1.0,0.43444702,0
94,2nd my bihdayâð #2nd #my #bihday   #glad #fun #surprise #thanks #bff #zk #å¤©çå¯º #mariottâ¦ ,2nd bihday,0.0,0.25106388,0
4881,@kilmeade @foxandfriends don't you mean crowd not crows,dont mean crowd crows,0.0,0.54466337,1
586,sweat jacket and jeans ð»ââ¤ð #freespirit #hippie #hippy   #peace #smile #positivity #sun ,sweat jacket jeans,0.0,0.22559513,0
6787,Watched some crows eat a sandwich,watched crows eat sandwich,0.0,0.21338516,0
3319,@DetroitPlayer @prettytreazure gotta be atleast 5'10 to call me a bitch lol,gotta atleast 510 bitch lol,1.0,0.6447227,1
2139,racists never ceased to rant in 2016  ,racists ceased rant 2016,1.0,0.5231561,1
4889,"@lloyd7121 @jjauthor @petermickley 
Approximately 1/2 in one crash. There wasn't supposed to be that many members of a seal team on one bird",approximately 12 crash wasnt supposed members seal team bird,0.0,0.13725254,0
1386,all my thoughts w/ lgbt community today. what a monstrous thing.   #guncontrolnow  ,thoughts w lgbt community today monstrous thing,0.0,0.41813028,0
477,back to school na..   #newschool #newclassmates ,school na,0.0,0.42068604,0
4341,&#9733; BEST ASIAN MASSAGE ON THE park slope --TOP RATED SPA &#9733; 718-622-0221 - 24 http://t.co/u3PzeV9E9q,best asian massage park slope rated spa 7186220221 24  tcou3pzev9e9q,0.0,0.11672397,0
2705,coming from an ultra  #pos like @user surprise surprise @user @user @user  #maga #usa at least they can play golf ðºð¸,coming ultra like surprise surprise play golf,1.0,0.3547775,0
4223,"#Yankees 3, #Astros 0: McCarthy outduels Keuchel in series finale http://t.co/hIJJAUKtJN",3 0 mcca hy outduels keuchel series finale  tcohijjauktjn,0.0,0.09110731,0
6798,Went to an open house today &amp; the place was trash. Ewww,went open house today   place trash ewww,0.0,0.28333628,0
1006," @user ok, guys i go to sleep now i wish for you-all:   #lokiday  space's happy, universal's luck, forever's love! ",ok guys sleep wish youall spaces happy universals luck forevers love,0.0,0.20572059,0
2998,"@DefendWallSt Whatever! Fuck all those assholes. They're niggers, they all look alike to me.",fuck assholes theyre niggers look alike,1.0,0.8550257,1
3444,And by YALL I mean.... Whoever running back telling tunchi wtf I'm doing that's not my nigga dog niggas nd bitches &#128175;,yall mean running telling tunchi wtf im thats nigga dog niggas nd bitches,1.0,0.7998507,1
6034,"RT @NYeoman: Jets, Bills and Dolphins all win. How does sole possession of last place feel Mr. Belichick?",  jets bills dolphins win sole possession place feel mr belichick,0.0,0.0702096,0
6506,"RT @th3j35t3r: Prime suspect of #Foley murder is 23y/o British Jihadi who, wait for it ... ""declared his allegiance to Anonymous'"" http://t&#8230;",  prime suspect murder 23yo british jihadi wait declared allegiance anonymous  t,0.0,0.44645786,0
4366,.@RashaanSalaami doesn&#8217;t it always feel like we go into the season with offensive concepts that we inevitably trash and then we get good?,feel like season offensive concepts inevitably trash good,0.0,0.47460863,1
4052,"When u hitting it from the back u gotta call her ""bitch"" they love that but don't u dare call em ""slut""",u hitting u gotta bitch love dont u dare em slut,1.0,0.54441804,1
2575,thought factory: left-right polarisation! #trump #uselections2016 #leadership #politics  #brexit #blm ~14 ,thought factory leftright polarisation 14,1.0,0.58498377,1
3166,"RT @TorahBlaze: @1SonofYahweh they should be ashamed of themselves. I'll be single for life before I fuck w a nasty, faggot ass white man.",  ashamed ill single life fuck w nasty faggot ass white man,1.0,0.6765998,1
488, .   #ashamed. florida pulse gay club attacked in orlando - at least 20 dead - bbc news ,florida pulse gay club attacked orlando 20 dead bbc news,0.0,0.3391894,0
2819,@user why are white people #expats when the rest of us are #immigrants?   #classism #imperialsm,white people rest,1.0,0.47956187,1
1455,@user @user obliged @user request to give the citizens of cleveland one night of hope. no doubt this is staged.  ,obliged request citizens cleveland night hope doubt staged,0.0,0.36140403,0
5957,"RT @KenDavidoff: The #Cardinals are #MLB's gold standard, and there isn't even a close silver. #Dodgers #Giants #Tigers #Yankees http://t.c&#8230;",  gold standard isnt close silver  tc,0.0,0.24341534,0
1540,woman catcalled walking in #newyork shuts down harassers in best way ever   #harassment  #ny #manhattan,woman catcalled walking shuts harassers best way,1.0,0.44542167,0
562,it feels good to buy some new clothes because of losing weight. i kept putting it off. being lazy.  ,feels good buy new clothes losing weight kept putting lazy,0.0,0.21394217,0
5949,RT @Kap12284: Week from Thursday might be the last #Yankees game to look forward to in a while. If nothing else Jeter deserves that night &#8230;,  week thursday game look forward jeter deserves night,0.0,0.06351121,0
5014,Almost half of North American bird species threatened by climate change http://t.co/dWSYB5BodA http://t.co/F0PVuLNf4c #Climate #Environment,half no h american bird species threatened climate change  tcodwsyb5boda  tcof0pvulnf4c,0.0,0.15331145,0
2273,trump trumps love #trump #donaldduck #sweetpotato #bigotry  mustfall #rachelmaddow #rhashtags #epitomeofsorrow #defineepitome,trump trumps love mustfall,1.0,0.5038746,1
335,4 days till @user /// ahhhhhhhbrghhhjfifowndicosmwvdkckaowj #too   ð¬ð¬ð¬ð¬ð¬ð¬,4 days till ahhhhhhhbrghhhjfifowndicosmwvdkckaowj,0.0,0.18269618,0
3626,Lol bitch,lol bitch,1.0,0.68752116,1
6808,When this test is over today I'm making a pan of brownies. I'm going to lay in bed all day &amp; eat them until my heart is content. &#128524;,test today im making pan brownies im going lay bed day   eat hea  content,0.0,0.26679483,0
1673,"@user @user #potus is attempting to sabotage or country in his final days, #israel #obamacare #isis #energy #russia  ",attempting sabotage country final days,1.0,0.1945631,0
24,there's a baking frenzy going on in the bake it easy kitchen for  #foodacademy tastings todayððð #nomnomnom   ,theres baking frenzy going bake easy kitchen tastings today,0.0,0.10945746,0
2389,@user @user in atlanta the  mayor &amp; police force allow s to rule the city block roads &amp; freeways w/o action,atlanta mayor   police force allow rule city block roads   freeways wo action,1.0,0.2384138,0
3873,RT @cyberbullouing: i fought 2 little bitch ass 6 yr olds over a month ago for those :''') http://t.co/rasgyuT6pJ,  fought 2 little bitch ass 6 yr olds month ago  tcorasgyut6pj,1.0,0.44553402,0
6475,"RT @russnelligan: .@KarynPolito declares victory by introducing ""our next governor, Charlie Baker"" @CharlieForGov #wcvb http://t.co/HYkWrVD&#8230;",  declares victory introducing governor charlie baker  tcohykwrvd,0.0,0.24662438,0
5845,RT @DuncanIdunno: Smash into windshields? RT @coorslightca: The birds do it. The bees do it. Coors Light drinkers do it. You know what we'r&#8230;,  smash windshields   birds bees coors light drinkers know wer,0.0,0.26114526,0
2183,"#sikh #temple vandalised in in #calgary, #wso condemns  act  ",vandalised condemns act,1.0,0.75461,1
1583,@user #allahsoil not all muslims hate america.  â¦   #emiratis #2016in4words #ÙÙÙ_Ø§ÙØ¬ÙØ¹Ùâ¦ ,muslims hate america,1.0,0.8755524,1
6241,RT @Yankees: Remember when we paused an All-Star Game to honor Mariano Rivera? #tbt http://t.co/PqEDosogLo,  remember paused allstar game honor mariano rivera  tcopqedosoglo,0.0,0.079872064,0
2747,a giant version of the #flag of #rebellion #sedition and  flapping in #virginia on i-95n ,giant version flapping i95n,1.0,0.22776107,0
6805,When Charlie tries to walk into my room and it can't remember if I locked the door or not http://t.co/FrTigzzPQf,charlie tries walk room cant remember locked door  tcof igzzpqf,0.0,0.13298993,0
5823,RT @DanaPerino: Was just handed this on my flight. Must be in good hands on this bird! http://t.co/7vJwDCdTxV,  handed flight good hands bird  tco7vjwdcdtxv,0.0,0.1603016,0
2405,@user #feminismiscancer #feminismisterrorism #feminismmuktbharat why  #malevote is ignored  @user,ignored,1.0,0.45285624,1
4964,"@tonynolanlive ""There is a special time and place for decaf coffee: never and in the trash."" My family's motto about their java habits. &#9749;&#65039;",special time place decaf coffee trash familys motto java habits,0.0,0.14382437,0
6452,RT @paulabruederle: Some birds aren't meant to be caged,  birds arent meant caged,0.0,0.42443085,0
6121,RT @Smart_Cookie86: If I had to pick a President of the Uncle Tom association I would pick Larry Elder.,  pick president uncle tom association pick larry elder,0.0,0.19460754,0
829,invest on people that last a lifetime.  ,invest people lifetime,0.0,0.4385222,0
5889,RT @Harry_Styles: It was all yellow. http://t.co/xB4dkWuoKi,  yellow  tcoxb4dkwuoki,0.0,0.44634986,0
6318,RT @danicafjelstul: If you ain't a gator you're gator bait &#128076;,  aint gator youre gator bait,0.0,0.57253045,1
5621,"Nicholas Rushlow, wearing lucky yellow shirt, nails ""theophylline"" - ""bitter crystalline compound extracted from tea leaves"" #spellingbee",nicholas rushlow wearing lucky yellow shi  nails theophylline bitter crystalline compound extracted tea leaves,0.0,0.13286147,0
3186,"Somebody please choke that fucking retard that keeps yelling ""mashed potatoes"". What a tool! #PGAChampionship",somebody choke fucking retard keeps yelling mashed potatoes tool,1.0,0.59376156,1
3415,@slings_x_arrows Equality niggah,equality niggah,1.0,0.73429453,1
1609,j.c penney employee holds customer in headlock   wow and they havent responded! #corporatebs  #boycottjcpenney,jc penney employee holds customer headlock wow havent responded,1.0,0.36439607,0
